DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",280,171,151,5994,30556,5224,..,..,..,49,80,..,40,31,48,-,1,1,-,-,-,7,28,11,3,-,4,-,-,-,..,..,..,181,31,31,7
8,Measles,1077,1204,1489,23630,24836,27142,11,4,5,10,22,2,35,67,49,-,-,-,315,511,262,594,529,569,15,28,44,..,3,12,9,9,106,88,31,179,8
9,"Meningitis, meningococcal",9,3,6,99,98,98,-,-,-,..,..,..,-,-,-,-,-,-,-,1,-,6,2,1,-,-,-,-,-,-,..,..,..,3,-,1,9
10,Mumps,852,709,796,13467,12756,18067,-,-,1,5,12,6,26,6,30,-,-,-,209,170,189,421,352,348,36,36,31,..,2,39,..,..,10,155,131,99,10
11,"Poliomyelitis, epidemic: 4",-,4,4,44,65,65,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,11
12,(a) With paralysis,-,3,2,27,42,39,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,12
13,(b) Without paralysis,-,1,1,12,19,19,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
14,Rubella,2644,2636,358,25704,8844,4607,1,5,-,..,..,..,25,30,14,..,..,..,1108,966,26,760,1255,139,3,3,-,..,..,7,21,15,24,726,362,35,14
15,"Scarlet fever, etc. 5 **",292,537,319,5237,3755,6049,1,-,1,4,18,4,35,57,24,-,-,8,74,200,91,148,203,77,-,2,17,-,38,17,4,12,47,26,13,63,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",205,148,197,2510,2617,3037,4,11,9,-,1,-,2,5,3,5,21,18,89,35,81,28,21,30,6,5,15,5,2,4,38,16,17,28,31,19,17
18,(a) Pulmonary,169,114,174,2052,2119,2405,4,11,9,-,1,-,1,5,3,5,19,17,88,32,80,(6),(6),(6),4,4,14,4,-,4,38,13,17,25,29,16,18
19,(b) Non-pulmonary,8,13,6,143,166,139,-,-,-,-,-,-,1,-,-,-,2,-,1,3,1,(6),(6),(6),2,1,-,1,2,1,..,3,1,3,2,3,19
20,Typhoid and paratyphoid,2,5,10,90,73,135,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,2,-,-,-,-,-,-,-,1,1,-,1,1,-,20
21,Undulant fever,-,5,2,41,20,34,-,-,-,-,-,-,-,-,-,..,..,..,..,3,1,-,1,-,-,1,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,300,329,333,4738,4974,5195,6,21,9,-,-,-,15,8,9,6,2,5,64,90,108,58,59,54,18,32,25,16,33,18,48,36,42,69,48,36,22
23,"(a) Syphilis, primary",2,2,5,38,35,64,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,1,-,-,-,-,1,-,1,1,-,-,-,-,23
24,(b) '' secondary,2,-,3,15,11,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,24
25,(c) '' other,52,52,70,556,712,854,1,4,-,-,-,-,2,-,4,-,2,1,28,28,24,14,15,15,-,-,-,-,1,4,2,-,1,5,2,8,25
26,(d) Gonorrhoea,244,275,282,4129,4206,4109,5,17,8,-,-,-,13,8,6,5,-,3,36,62,77,44,44,39,17,32,24,15,31,17,45,35,42,64,46,30,26
27,(e) Other venereal diseases 8,-,-,1,-,10,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,27
28,Whooping cough,209,183,126,2662,4676,2621,-,1,-,15,16,-,1,1,1,4,-,-,111,80,48,24,17,31,11,13,3,-,14,4,20,7,9,23,34,18,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,26 (27),Measles,29443 (26249),"Meningitis, other",31 (22),"Poliomyelitis, with paralysis",XX (37),Smallpox,- (-),Undulant fever,13 (21),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",28 (26),Meningococcal infections,59 (49),"Poliomyelitis, acute",83 (68),"Poliomyelitis, without paralysis",XX (19),Typhoid fever,28 (42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the current week 29443 cases of measles were reported as compared with 24778 for the corresponding week of 1955 and a 5-year median of 24778. Cases for the current week shows an increase of 12.2 per cent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
