DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",205,97,324,1334,7370,1244,..,..,..,86,26,..,83,56,67,-,-,3,-,-,-,4,5,4,2,9,2,-,-,-,..,..,..,30,1,24,7
8,Measles,1676,1795,1941,11774,10239,12414,-,18,7,37,17,2,100,54,80,-,-,-,374,672,385,828,822,536,52,85,69,6,19,46,129,52,107,150,56,144,8
9,"Meningitis, meningococcal",7,2,6,45,51,45,3,-,-,..,..,..,-,-,-,-,2,-,1,-,-,1,-,2,-,-,-,-,-,-,..,..,..,2,-,-,9
10,Mumps,886,876,1319,6299,5629,7070,-,1,33,16,14,3,1,3,27,-,-,1,176,230,202,401,381,575,49,42,47,1,3,77,..,..,69,242,202,231,10
11,"Poliomyelitis, epidemic: 4",3,1,2,18,26,26,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,2,-,-,11
12,(a) With paralysis,3,-,2,11,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,12
13,(b) Without paralysis,-,1,1,4,2,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,13
14,Rubella,1471,1496,340,8131,2076,1719,4,22,-,..,..,..,41,73,2,..,..,..,999,951,23,260,293,136,12,7,2,..,2,20,13,2,32,142,122,12,14
15,"Scarlet fever, etc. 5 **",346,341,432,2161,1572,2548,-,31,1,11,7,9,29,26,11,2,2,7,82,80,71,165,126,95,11,4,17,-,2,15,11,23,64,35,40,82,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",123,194,176,1163,1120,1348,7,7,5,-,1,-,1,5,4,2,13,9,52,88,72,19,26,21,4,6,10,6,4,6,6,31,8,26,13,20,17
18,(a) Pulmonary,97,159,149,969,881,1048,7,7,5,-,1,-,1,5,4,2,13,9,50,84,72,(6),(6),(6),4,5,10,5,3,5,6,29,7,22,12,20,18
19,(b) Non-pulmonary,7,9,8,52,83,71,-,-,-,-,-,-,-,-,-,-,-,-,2,4,2,(6),(6),(6),-,1,-,1,1,1,..,2,..,4,1,3,19
20,Typhoid and paratyphoid,6,4,4,54,25,56,-,-,-,-,-,-,-,-,-,1,1,-,5,1,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,20
21,Undulant fever,4,2,2,24,8,13,-,-,-,-,-,-,-,-,-,..,..,..,4,..,1,-,1,-,-,-,-,-,1,-,..,..,..,-,-,-,21
22,Venereal diseases:,293,318,317,2320,2550,2497,8,10,11,1,-,1,-,5,16,5,7,4,71,75,86,55,61,54,25,26,25,21,26,20,39,39,37,68,69,60,22
23,"(a) Syphilis, primary",2,1,2,20,21,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,23
24,(b) '' secondary,-,2,3,11,4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,24
25,(c) '' other,34,49,65,238,349,360,2,2,4,-,-,-,-,2,3,1,1,1,12,21,22,9,8,13,1,2,2,3,2,4,1,5,3,5,6,9,25
26,(d) Gonorrhoea,257,266,262,2051,2174,2113,6,8,7,1,-,-,-,3,9,4,6,4,59,54,57,46,52,41,24,24,21,17,23,16,37,33,29,63,63,52,26
27,(e) Other venereal diseases 8,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,133,151,159,1181,2761,1433,3,5,1,17,17,-,2,-,7,-,5,1,50,70,57,23,9,39,5,8,6,2,13,3,4,8,17,27,16,15,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,41 (30),Measles,15180 (10740),"Meningitis, other",35 (31),"Poliomyelitis, with paralysis",XX (32),Smallpox,- (-),Undulant fever,13 (16),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",19 (15),Meningococcal infections,75 (79),"Poliomyelitis, acute",66 (61),"Poliomyelitis, without paralysis",XX (19),Typhoid fever,16 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The 41 cases of diphtheria reported this week were as follows: Oregon, 5; Nebraska, Virgina, Oklahoma, and Arizona, 4 each; 5 states (3 southern) reported 2 cases each; and the remainder, 1 each in 10 states.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only 16 cases of typhoid fever were reported as compared with 33 for the corresponding week of last year. The 16 cases were in 11 states scattered throughout the country.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the current week the number of cases of measles was 15180. This represents an increase 4440 cases or 41.3 per cent over the previous week's total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
